"TEXT","TEXT","TEXT"
"RJean00","Tres-Zap","1.2"
"RJean00","Zathin","1.0"
"JHakim94","Otcom","1.2"
"JHakim94","Sonair","1.2"
"JHakim94","Tempsoft","1.2"
"JHakim94","Toughjoyfax","2.1"
"KCraig96","Flowdesk","2.0"
"KCraig96","Sonair","1.1"
"KCraig96","Zaam-Dox","3.0"
"WRobert","Kanlam","1.2"
"WRobert","Treeflex","1.1"
"JeanL02","Transcof","2.1"
"JeanL02","Veribet","1.2"
"GRobert","Bytecard","1.2"
"GRobert","Latlux","1.1"
"GRobert","Prodder","1.2"
"GRobert","Sub-Ex","2.1"
"GRobert","Voltsillam","2.1"
"KuninganH2003","Asoka","1.1"
"KuninganH2003","Stringtough","2.0"
"HKathleen","Bamity","1.0"
"HKathleen","Cookley","3.0"
"HKathleen","Overhold","1.1"
"HKathleen","Redhold","1.2"
"HKathleen","Viva","2.1"
"LawrenceJ02","Gembucket","3.0"
"LawrenceJ02","Namfix","1.1"
"LawrenceJ02","Tres-Zap","1.2"
"PamelaC","Duobam","1.2"
"MCole96","Cardguard","3.0"
"MCole96","Daltfresh","2.0"
"MCole96","Domainer","1.2"
"MCole96","Konklab","1.2"
"BellT","Greenlam","1.2"
"BellT","Hatity","1.2"
"KanhC","Lotlux","1.1"
"KanhC","Quo Lux","3.0"
"KanhC","Redhold","2.1"
"KanhC","Trippledex","1.0"
"KanhC","Viva","1.1"
"OJudy08","Bytecard","3.0"
"OJudy08","Stringtough","3.0"
"HelenG95","Span","1.2"
"OrtizR08","Alpha","1.2"
"OrtizR08","Cardify","1.0"
"OrtizR08","Solarbreeze","2.1"
"OrtizR08","Viva","1.2"
"OrtizR08","Voltsillam","1.1"
"JeanL03","Aerified","1.2"
"JeanL03","Bytecard","1.2"
"JeanL03","Overhold","1.1"
"JeanL03","Overhold","2.1"
"JeanL03","Toughjoyfax","2.1"
"JeanL03","Tresom","2.1"
"JeanL03","Zontrax","1.0"
"EAntonio07","Flexidy","2.1"
"EAntonio07","Kanlam","2.1"
"EAntonio07","Mat Lam Tam","1.1"
"EAntonio07","Regrant","3.0"
"EAntonio07","Stronghold","1.0"
"JEugene","Lotlux","1.2"
"JEugene","Tresom","2.0"
"JonesK1999","Cardguard","3.0"
"JonesK1999","Latlux","3.0"
"JonesK1999","Opela","1.0"
"JonesK1999","Span","3.0"
"JonesK1999","Stim","1.0"
"JonesK1999","Zontrax","1.0"
"JTammy2004","Cardify","2.0"
"JTammy2004","Ronstring","1.2"
"JTammy2004","Sonsing","2.0"
"JTammy2004","Toughjoyfax","1.0"
"JTammy2004","Zontrax","1.1"
"CherylF","Bamity","3.0"
"CherylF","Mat Lam Tam","1.0"
"CherylF","Veribet","2.1"
"WJanice04","Fixflex","3.0"
"WJanice04","Redhold","1.2"
"WJanice04","Voyatouch","1.2"
"HCharles02","Hatity","1.2"
"HCharles02","Ronstring","1.1"
"HarryH99","Prodder","1.1"
"HarryH99","Redhold","1.1"
"HarryH99","Span","1.0"
"HarryH99","Zamit","1.2"
"KathrynC00","Alpha","1.2"
"KathrynC00","Cardify","2.1"
"KathrynC00","Holdlamis","1.0"
"KathrynC00","Lotstring","3.0"
"KathrynC00","Mat Lam Tam","1.1"
"KathrynC00","Mat Lam Tam","2.1"
"KathrynC00","Stronghold","1.1"
"WagnerD97","Fixflex","1.1"
"WagnerD97","It","2.1"
"WagnerD97","Tampflex","2.0"
"AshleyB1997","Duobam","1.1"
"AshleyB1997","Overhold","2.1"
"AshleyB1997","Treeflex","3.0"
"AshleyB1997","Zathin","1.0"
"AlexanderR","Flowdesk","1.2"
"AlexanderR","Otcom","2.0"
"AlexanderR","Span","1.2"
"AlexanderR","Toughjoyfax","1.0"
"BurkeT","Ronstring","2.0"
"BurkeT","Ronstring","2.1"
"BurkeT","Y-Solowarm","3.0"
"BishopC2004","Domainer","2.0"
"BishopC2004","Regrant","2.0"
"BishopC2004","Sub-Ex","1.1"
"MRoger2007","Bamity","1.2"
"MRoger2007","Bigtax","3.0"
"MRoger2007","Fixflex","1.1"
"MRoger2007","It","2.0"
"MRoger2007","Job","2.1"
"JThomas11","Fixflex","2.1"
"JThomas11","Span","2.1"
"JThomas11","Trippledex","3.0"
"JThomas11","Zaam-Dox","2.1"
"RalphN","Holdlamis","2.1"
"RalphN","Stronghold","1.1"
"HansonP","Aerified","3.0"
"HansonP","Bitchip","1.0"
"HansonP","Fix San","1.0"
"TheresaB","Cookley","1.0"
"TheresaB","Greenlam","1.2"
"TheresaB","Kanlam","1.1"
"TheresaB","Namfix","1.2"
"TheresaB","Prodder","1.1"
"TheresaB","Stronghold","1.1"
"TheresaB","Zaam-Dox","1.2"
"TheresaB","Zathin","1.2"
"TheresaB","Zathin","2.1"
"GJacqueline","Bitchip","2.0"
"GJacqueline","Flowdesk","1.0"
"GJacqueline","Prodder","2.0"
"MAnthony94","Fintone","2.0"
"MAnthony94","Holdlamis","2.0"
"MAnthony94","Lotlux","1.1"
"MAnthony94","Quo Lux","3.0"
"MAnthony94","Tempsoft","1.0"
"MAnthony94","Tresom","2.1"
"BruceC93","Bigtax","3.0"
"BruceC93","Konklux","2.0"
"BruceC93","Redhold","2.0"
"BruceC93","Ventosanzap","2.0"
"WBenjamin93","Opela","1.0"
"WBenjamin93","Opela","1.1"
"WBenjamin93","Opela","1.2"
"WBenjamin93","Opela","2.0"
"WBenjamin93","Opela","2.1"
"WBenjamin93","Opela","3.0"
"WBenjamin93","Sonsing","2.1"
"WBenjamin93","Toughjoyfax","1.2"
"WEdward12","Fixflex","1.0"
"WEdward12","Fixflex","2.0"
"WEdward12","Home Ing","1.2"
"WEdward12","Mat Lam Tam","1.2"
"WEdward12","Opela","3.0"
"WEdward12","Transcof","2.1"
"PArmstrong","Andalax","1.1"
"PArmstrong","Solarbreeze","1.0"
"PArmstrong","Toughjoyfax","2.1"
"KKathleen2012","Otcom","3.0"
"KathleenS2013","Cookley","1.2"
"KathleenS2013","Keylex","1.1"
"KathleenS2013","Voyatouch","1.1"
"KCatherine2012","Matsoft","1.2"
"KCatherine2012","Ronstring","1.2"
"KCatherine2012","Sub-Ex","2.1"
"KCatherine2012","Y-find","1.2"
"WAdam","Biodex","1.0"
"WAdam","Cookley","2.0"
"WAdam","Konklux","2.0"
"WAdam","Tempsoft","2.1"
"WAdam","Tres-Zap","1.2"
"LKelly12","Kanlam","1.2"
"LKelly12","Opela","1.2"
"LKelly12","Otcom","1.0"
"LAnna2013","Duobam","2.1"
"LAnna2013","Gembucket","1.0"
"LAnna2013","Job","2.0"
"LAnna2013","Pannier","2.1"
"LAnna2013","Solarbreeze","1.1"
"LAnna2013","Stim","1.2"
"LAnna2013","Voltsillam","3.0"
"SVictor12","Bamity","2.0"
"SVictor12","Cookley","1.2"
"SVictor12","Quo Lux","1.1"
"SVictor12","Treeflex","1.1"
"SVictor12","Wrapsafe","1.0"
"GreenJ","Asoka","2.1"
"GreenJ","Prodder","1.2"
"GreenJ","Tempsoft","2.0"
"GreenJ","Transcof","3.0"
"GreenJ","Viva","2.0"
"GreenJ","Y-find","3.0"
"MitchellT12","Biodex","1.1"
"MitchellT12","Greenlam","2.0"
"MitchellT12","Redhold","1.2"
"MitchellT12","Tresom","2.1"
"MitchellT12","Zathin","1.2"
"HowardT","Alphazap","2.1"
"HowardT","Bamity","1.1"
"HowardT","Bitwolf","1.2"
"HowardT","Fintone","1.0"
"HowardT","Flowdesk","2.1"
"HowardT","Hatity","1.2"
"HowardT","It","1.0"
"HowardT","Quo Lux","3.0"
"HowardT","Redhold","2.1"
"HowardT","Veribet","2.0"
"SimsM12","Subin","2.0"
"SimsM12","Viva","1.1"
"BaileyJ2013","Lotstring","2.1"
"BaileyJ2013","Vagram","1.2"
"BaileyJ2013","Ventosanzap","1.1"
"RJeremy2012","Job","1.1"
"RJeremy2012","Subin","1.0"
"RJeremy2012","Trippledex","2.1"
"RJeremy2012","Vagram","1.1"
"RJeremy2012","Wrapsafe","2.1"
"AmyG12","Cookley","1.0"
"AmyG12","Prodder","1.2"
"AmyG12","Tampflex","3.0"
"AmyG12","Transcof","1.2"
"HRussell","Aerified","3.0"
"HRussell","Bamity","1.0"
"HRussell","Lotlux","1.1"
"HRussell","Subin","2.1"
"HRussell","Treeflex","3.0"
"NEmily2012","Bitchip","1.0"
"NEmily2012","Ventosanzap","3.0"
"NEmily2012","Zontrax","1.2"
"BChristopher","Mat Lam Tam","1.2"
"BChristopher","Overhold","1.0"
"DeniseP12","Biodex","2.0"
"DeniseP12","Cardify","2.1"
"DeniseP12","Hatity","2.0"
"DeniseP12","Otcom","3.0"
"DeniseP12","Subin","1.0"
"DeniseP12","Toughjoyfax","3.0"
"DeniseP12","Treeflex","1.1"
"AMason2013","Andalax","1.1"
"AMason2013","Cookley","1.2"
"AMason2013","Ronstring","1.2"
"AMason2013","Stringtough","2.0"
"AMason2013","Zaam-Dox","2.0"
"OoiG","Aerified","3.0"
"OoiG","Bytecard","3.0"
"OoiG","Duobam","1.2"
"OoiG","Kanlam","1.1"
"OoiG","Zoolab","3.0"
"LoriH","Job","2.0"
"LoriH","Matsoft","1.1"
"LoriH","Overhold","3.0"
"LoriH","Sonsing","2.0"
"LoriH","Ventosanzap","1.2"
"LoriH","Ventosanzap","3.0"
"WillieS2012","Bamity","1.0"
"WillieS2012","Flowdesk","1.1"
"WillieS2012","Veribet","1.2"
"WErnest","Bamity","1.2"
"WErnest","Regrant","2.0"
"WErnest","Stringtough","1.1"
"WErnest","Stronghold","1.0"
"WErnest","Tin","3.0"
"WErnest","Vagram","1.2"
"PMary2012","Asoka","2.1"
"PMary2012","Flexidy","2.0"
"EugeneJ","Flowdesk","2.0"
"EugeneJ","Greenlam","1.0"
"EugeneJ","Prodder","1.2"
"EugeneJ","Ronstring","2.0"
"FrankC2012","Alpha","1.2"
"FrankC2012","Job","1.2"
"FrankC2012","Otcom","1.2"
"FrankC2012","Stim","1.0"
"FrankC2012","Stringtough","1.0"
"BanksA2012","Fix San","3.0"
"BanksA2012","Opela","1.0"
"BanksA2012","Tin","1.0"
"LJacqueline","Fintone","1.2"
"LJacqueline","Flowdesk","1.2"
"LJacqueline","It","2.0"
"LJacqueline","Konklux","2.0"
"LJacqueline","Lotlux","3.0"
"LJacqueline","Transcof","3.0"
"LPhilip2012","Bitwolf","1.1"
"LPhilip2012","Bitwolf","1.2"
"LPhilip2012","Hatity","1.0"
"LPhilip2012","Overhold","3.0"
"LPhilip2012","Subin","1.2"
"LPhilip2012","Treeflex","1.0"
"LPhilip2012","Viva","2.0"
"ChristineO","Bitwolf","2.0"
"ChristineO","Duobam","3.0"
"ChristineO","Ronstring","1.2"
"ChristineO","Temp","3.0"
"WDaniel12","Lotstring","1.1"
"WDaniel12","Tempsoft","2.1"
"WDaniel12","Veribet","1.0"
"LRichard2012","Daltfresh","1.1"
"LRichard2012","Konklux","3.0"
"LRichard2012","Quo Lux","1.2"
"LRichard2012","Ronstring","1.0"
"LRichard2012","Y-find","2.1"
"LRichard2012","Zoolab","3.0"
"PowellA2012","Latlux","1.1"
"PowellA2012","Wrapsafe","1.1"
"HillS12","Lotlux","1.1"
"HillS12","Stringtough","1.1"
"AlanR","Alphazap","2.1"
"AlanR","Cardguard","3.0"
"AlanR","Cookley","2.0"
"AlanR","Transcof","1.2"
"AlanR","Y-find","1.1"
"AlanR","Zathin","2.1"
"GLawrence12","Stim","2.1"
"GLawrence12","Treeflex","2.1"
"FowlerK2012","Holdlamis","1.0"
"FowlerK2012","Job","2.1"
"FowlerK2012","Regrant","3.0"
"TGibson12","Cardify","1.2"
"TGibson12","Keylex","2.1"
"TGibson12","Konklux","1.2"
"DennisC12","Biodex","2.1"
"DennisC12","Lotstring","3.0"
"DennisC12","Regrant","3.0"
"DennisC12","Tresom","2.0"
"RachelN2012","Flexidy","1.2"
"RachelN2012","Matsoft","1.0"
"RachelN2012","Tin","1.1"
"RachelN2012","Transcof","1.0"
"RachelN2012","Y-Solowarm","3.0"
"DonnaS","Keylex","1.2"
"DonnaS","Quo Lux","2.0"
"DonnaS","Tresom","1.1"
"BrownL12","Bamity","3.0"
"BrownL12","Cardify","2.0"
"BrownL12","Span","1.0"
"BrownL12","Wrapsafe","1.0"
"BrownL12","Zathin","3.0"
"BrownL12","Zontrax","1.1"
"DBetty12","Fix San","1.0"
"DBetty12","Trippledex","1.1"
"StephensH2013","Job","2.1"
"StephensH2013","Opela","1.1"
"StephensH2013","Stim","2.1"
"MariaY2012","Hatity","2.0"
"MariaY2012","It","1.0"
"MariaY2012","It","3.0"
"MariaY2012","Lotstring","2.0"
"MariaY2012","Vagram","2.1"
"BradleyC2012","Konklab","3.0"
"BradleyC2012","Solarbreeze","1.1"
"BradleyC2012","Y-find","1.2"
"MKing2012","Solarbreeze","2.0"
"MKing2012","Voltsillam","2.0"
"DJane","Alpha","3.0"
"DJane","Cardify","1.2"
"DJane","Transcof","2.0"
"DJane","Y-find","1.0"
"BJonathan1990","Aerified","1.0"
"BJonathan1990","Biodex","1.1"
"BJonathan1990","Domainer","1.0"
"BJonathan1990","Fixflex","1.0"
"BJonathan1990","Fixflex","2.1"
"BJonathan1990","Job","3.0"
"BJonathan1990","Voltsillam","1.2"
"BJonathan1990","Zamit","3.0"
